gender,SeniorCitizen,tenure,PhoneService,PaymentMethod,StreamingTV,MonthlyCharges,Churn
Male,1,36,Yes,Electronic check,Yes,96.5,Yes
Female,0,27,Yes,Credit card (automatic),Yes,95.0,No
Male,1,1,Yes,Mailed check,No,70.85,Yes
Female,0,35,Yes,Credit card (automatic),Yes,85.95,Yes
Male,0,4,Yes,Electronic check,No,73.9,Yes
Female,0,8,Yes,Electronic check,No,45.45,No
Male,0,10,Yes,Credit card (automatic),No internet service,20.0,No
Female,0,2,Yes,Mailed check,No,49.2,No
Female,0,58,Yes,Bank transfer (automatic),Yes,109.45,Yes
Male,0,51,Yes,Credit card (automatic),Yes,83.25,No
Female,0,46,Yes,Mailed check,No internet service,19.25,No
Male,0,1,Yes,Bank transfer (automatic),No internet service,19.65,No
Male,0,46,Yes,Bank transfer (automatic),No,72.8,No
Female,0,50,Yes,Bank transfer (automatic),Yes,109.65,No
Male,0,53,Yes,Credit card (automatic),Yes,65.0,No
Male,0,61,Yes,Electronic check,Yes,114.1,No
Male,0,5,Yes,Bank transfer (automatic),No internet service,20.65,No
Male,0,47,Yes,Bank transfer (automatic),Yes,86.95,No
Female,0,54,Yes,Bank transfer (automatic),Yes,94.75,No
Male,0,19,No,Credit card (automatic),No,25.35,No
Female,0,26,Yes,Electronic check,Yes,105.45,No
Male,0,70,Yes,Mailed check,No internet service,25.4,No
Male,0,17,Yes,Electronic check,Yes,102.55,No
Female,0,30,Yes,Electronic check,Yes,100.2,Yes
Female,0,1,Yes,Mailed check,No internet service,24.0,No
Female,0,19,Yes,Mailed check,No internet service,25.6,No
Female,0,26,Yes,Credit card (automatic),Yes,73.5,No
Female,0,21,Yes,Bank transfer (automatic),No,74.05,Yes
Male,0,50,Yes,Electronic check,Yes,98.25,No
Female,0,68,No,Electronic check,Yes,54.4,No
Male,0,3,Yes,Bank transfer (automatic),Yes,101.55,Yes
Male,0,9,Yes,Electronic check,Yes,103.1,No
Female,0,51,No,Bank transfer (automatic),No,34.2,No
Female,0,9,Yes,Electronic check,No,43.75,No
Male,1,41,Yes,Electronic check,Yes,111.95,Yes
Male,0,22,Yes,Electronic check,Yes,100.65,No
Female,0,21,No,Electronic check,Yes,55.95,Yes
Male,0,71,Yes,Bank transfer (automatic),Yes,116.05,No
Male,0,1,Yes,Electronic check,No,45.75,Yes
Male,0,26,Yes,Credit card (automatic),Yes,82.0,No
Male,0,71,Yes,Bank transfer (automatic),No,65.15,No
Male,0,4,Yes,Credit card (automatic),No,44.8,No
Female,0,12,Yes,Electronic check,No,79.8,No
Female,0,18,Yes,Electronic check,Yes,88.85,No
Female,0,3,Yes,Electronic check,No,74.95,No
Female,1,72,Yes,Bank transfer (automatic),Yes,106.85,No
Male,0,11,Yes,Electronic check,No,74.95,Yes
Female,0,1,Yes,Credit card (automatic),No,80.15,Yes
Male,0,13,Yes,Credit card (automatic),No internet service,19.3,No
Female,0,72,Yes,Electronic check,Yes,109.25,Yes
Male,0,42,Yes,Credit card (automatic),No,56.1,No
Female,0,17,Yes,Credit card (automatic),No internet service,19.7,No
Female,1,7,Yes,Mailed check,No,51.3,No
Female,0,68,Yes,Mailed check,Yes,118.6,No
Male,0,56,Yes,Bank transfer (automatic),No internet service,24.15,No
Female,0,38,Yes,Mailed check,No internet service,20.3,No
Female,0,72,Yes,Electronic check,Yes,115.5,No
Female,0,48,Yes,Credit card (automatic),No internet service,25.05,No
Female,1,52,Yes,Electronic check,Yes,109.1,No
Female,0,35,Yes,Mailed check,No internet service,19.65,No
Male,0,67,Yes,Bank transfer (automatic),Yes,111.3,No
Female,0,1,No,Mailed check,No,29.9,No
Male,0,53,Yes,Mailed check,No,80.6,No
Male,0,34,Yes,Mailed check,No internet service,20.8,No
Female,0,3,No,Credit card (automatic),Yes,35.2,Yes
Female,0,1,Yes,Electronic check,Yes,78.8,Yes
Male,0,19,Yes,Mailed check,Yes,89.95,No
Female,1,60,Yes,Bank transfer (automatic),Yes,116.05,No
Male,0,11,Yes,Credit card (automatic),No internet service,19.55,No
Female,0,47,Yes,Electronic check,Yes,106.4,Yes
Male,0,18,Yes,Electronic check,No,49.4,Yes
Female,0,60,Yes,Credit card (automatic),Yes,115.25,No
Male,0,72,Yes,Credit card (automatic),No internet service,24.8,No
Male,0,39,Yes,Mailed check,No internet service,19.9,No
Female,0,59,Yes,Credit card (automatic),No,81.25,No
Male,0,2,Yes,Mailed check,No,69.95,No
Male,1,1,Yes,Electronic check,No,69.1,Yes
Male,0,20,Yes,Electronic check,Yes,90.2,Yes
Female,0,6,Yes,Bank transfer (automatic),Yes,93.55,Yes
Male,0,71,Yes,Credit card (automatic),No,86.4,No
Female,0,24,Yes,Mailed check,No,66.3,No
Male,1,67,Yes,Credit card (automatic),Yes,94.65,No
Male,0,1,Yes,Mailed check,No,80.85,Yes
Female,0,48,Yes,Mailed check,No,82.05,Yes
Female,0,37,Yes,Mailed check,No,72.1,No
Male,0,11,No,Mailed check,No,34.7,No
Male,0,3,Yes,Credit card (automatic),No internet service,20.55,Yes
Female,0,18,Yes,Credit card (automatic),Yes,95.95,No
Male,0,50,Yes,Bank transfer (automatic),No,44.8,No
Female,0,67,Yes,Electronic check,Yes,109.4,No
Female,0,25,Yes,Mailed check,No,71.05,No
Female,1,2,Yes,Electronic check,No,78.55,Yes
Male,0,9,Yes,Credit card (automatic),No internet service,19.7,No
Female,0,10,No,Mailed check,No,40.25,No
Female,0,70,Yes,Credit card (automatic),No internet service,19.85,No
Male,0,9,Yes,Bank transfer (automatic),No,68.25,No
Female,0,4,Yes,Credit card (automatic),No internet service,20.15,No
Female,0,2,Yes,Mailed check,No,50.95,No
Female,0,1,Yes,Electronic check,No,78.65,Yes
Male,0,19,No,Bank transfer (automatic),No,25.15,No
Male,0,7,Yes,Bank transfer (automatic),No internet service,20.25,No
Male,0,1,Yes,Electronic check,No,42.9,Yes
Male,1,1,Yes,Electronic check,No,44.0,No
Female,0,9,Yes,Mailed check,No internet service,20.25,No
Female,0,3,No,Mailed check,No,34.25,Yes
Female,0,9,No,Mailed check,Yes,58.5,Yes
Female,0,5,Yes,Credit card (automatic),No,55.8,No
Female,0,56,Yes,Bank transfer (automatic),Yes,88.9,No
Female,0,18,Yes,Mailed check,No,57.65,No
Male,1,49,Yes,Electronic check,Yes,96.2,Yes
Male,0,70,Yes,Mailed check,Yes,79.15,No
Female,0,72,Yes,Credit card (automatic),Yes,108.05,No
Female,1,6,Yes,Electronic check,No,74.4,Yes
Male,1,17,Yes,Electronic check,Yes,94.8,No
Male,0,29,No,Electronic check,Yes,45.9,No
Female,0,6,Yes,Electronic check,Yes,105.3,Yes
Male,0,63,Yes,Electronic check,Yes,102.6,No
Male,0,16,Yes,Bank transfer (automatic),No,73.85,Yes
Male,0,59,Yes,Bank transfer (automatic),No,61.35,No
Female,0,3,Yes,Electronic check,Yes,57.55,No
Female,0,8,No,Mailed check,No,29.25,No
Female,1,7,Yes,Electronic check,No,84.55,Yes
Female,0,68,Yes,Credit card (automatic),No internet service,19.6,No
Female,0,68,Yes,Credit card (automatic),Yes,111.75,No
Female,1,52,Yes,Electronic check,Yes,106.5,No
Male,0,72,Yes,Credit card (automatic),Yes,107.7,No
Female,0,32,Yes,Mailed check,No internet service,19.3,No
Female,0,72,Yes,Bank transfer (automatic),No internet service,20.05,No
Male,0,1,Yes,Credit card (automatic),No,69.95,No
Male,0,42,Yes,Credit card (automatic),No,63.7,No
Female,0,25,Yes,Credit card (automatic),No internet service,24.75,Yes
Male,0,45,Yes,Bank transfer (automatic),No,50.9,No
Female,0,43,No,Credit card (automatic),Yes,60.4,No
Male,0,37,Yes,Mailed check,Yes,79.25,No
Female,1,20,Yes,Credit card (automatic),No,85.8,Yes
Female,0,4,No,Electronic check,No,24.45,Yes
Male,0,63,Yes,Credit card (automatic),Yes,110.1,No
Male,0,3,Yes,Mailed check,Yes,90.7,No
Male,0,66,Yes,Credit card (automatic),No internet service,25.3,No
Male,0,28,Yes,Electronic check,Yes,105.7,Yes
Female,1,8,Yes,Electronic check,No,85.2,No
Male,0,71,Yes,Mailed check,No internet service,24.35,No
Male,0,1,No,Electronic check,No,24.25,Yes
Female,0,72,Yes,Bank transfer (automatic),No internet service,25.1,No
Male,1,16,Yes,Bank transfer (automatic),No,54.55,No
Male,0,66,Yes,Mailed check,No,96.6,No
Female,0,11,Yes,Electronic check,No,76.5,Yes
Male,0,51,Yes,Credit card (automatic),Yes,81.15,No
Female,0,8,No,Electronic check,No,38.5,No
Male,0,14,Yes,Electronic check,Yes,92.9,No
Female,0,4,Yes,Electronic check,No,93.5,Yes
Female,0,70,Yes,Mailed check,Yes,84.7,No
Female,0,70,Yes,Electronic check,No,66.0,No
Female,1,54,Yes,Credit card (automatic),Yes,101.5,Yes
Male,0,28,Yes,Bank transfer (automatic),No,74.9,Yes
Male,0,24,Yes,Mailed check,No internet service,20.75,No
Female,0,69,Yes,Credit card (automatic),No,61.45,No
Male,0,42,Yes,Mailed check,No,54.5,No
Female,1,2,Yes,Electronic check,No,69.6,Yes
Female,1,39,Yes,Electronic check,Yes,99.75,No
Male,0,45,Yes,Bank transfer (automatic),Yes,109.75,No
Male,0,72,Yes,Bank transfer (automatic),Yes,80.85,No
Female,0,38,Yes,Mailed check,No internet service,20.3,No
Male,0,72,Yes,Bank transfer (automatic),No,67.8,No
Male,0,1,Yes,Mailed check,No internet service,24.05,Yes
Male,0,72,Yes,Credit card (automatic),No internet service,19.8,No
Male,0,55,Yes,Bank transfer (automatic),No internet service,25.7,No
Female,0,51,No,Electronic check,Yes,56.15,No
Male,0,63,Yes,Bank transfer (automatic),Yes,86.7,No
Female,0,1,Yes,Mailed check,No internet service,20.4,No
Female,0,23,Yes,Mailed check,No internet service,19.65,No
Female,0,1,Yes,Electronic check,No,50.55,Yes
Female,0,2,Yes,Mailed check,No,54.35,No
Female,1,52,Yes,Credit card (automatic),Yes,108.1,No
Female,0,36,Yes,Mailed check,No,54.45,No
Female,0,1,Yes,Mailed check,No,45.35,No
Female,0,28,Yes,Mailed check,No,59.0,No
Female,0,7,Yes,Electronic check,Yes,69.45,No
Male,0,14,Yes,Electronic check,Yes,100.55,Yes
Male,1,72,No,Credit card (automatic),Yes,64.95,No
Female,0,1,Yes,Mailed check,No internet service,20.5,Yes
Female,0,10,Yes,Mailed check,No internet service,18.85,No
Male,0,42,Yes,Bank transfer (automatic),No internet service,19.8,No
Female,0,7,No,Bank transfer (automatic),No,25.05,No
Male,0,4,Yes,Bank transfer (automatic),No,74.8,Yes
Male,0,72,Yes,Credit card (automatic),Yes,114.3,No
Female,0,20,No,Electronic check,No,24.45,Yes
Male,0,63,Yes,Credit card (automatic),Yes,109.2,No
Female,0,56,No,Bank transfer (automatic),No,45.05,No
Female,0,5,Yes,Mailed check,No,51.0,No
Female,0,72,Yes,Bank transfer (automatic),Yes,110.45,No
Male,1,68,Yes,Electronic check,No,84.65,No
Male,0,67,Yes,Mailed check,No,60.05,No
Male,0,8,Yes,Bank transfer (automatic),No,44.65,No
Male,0,52,Yes,Bank transfer (automatic),No,93.25,No
Female,0,18,Yes,Mailed check,No internet service,20.25,No
Female,0,59,Yes,Mailed check,No internet service,25.45,No
Female,0,60,Yes,Mailed check,No internet service,20.6,No
Male,0,7,Yes,Electronic check,Yes,94.1,No
Male,0,59,No,Mailed check,No,34.8,No
Male,0,46,No,Bank transfer (automatic),Yes,60.75,No
Male,0,5,Yes,Electronic check,No,51.35,No
Male,1,59,No,Credit card (automatic),Yes,64.05,No
Female,0,70,Yes,Bank transfer (automatic),Yes,84.8,No
Female,0,14,Yes,Credit card (automatic),No,71.0,Yes
Female,0,44,Yes,Mailed check,No,50.15,No
Female,0,64,Yes,Credit card (automatic),Yes,94.6,No
Female,0,58,No,Mailed check,Yes,59.75,No
Female,1,46,Yes,Electronic check,Yes,100.25,No
Male,1,58,Yes,Electronic check,Yes,98.9,No
Female,0,72,Yes,Credit card (automatic),Yes,97.7,No
Female,1,30,No,Electronic check,Yes,40.3,Yes
Male,1,11,Yes,Bank transfer (automatic),No,60.25,No
Female,1,34,No,Electronic check,Yes,56.25,No
Male,0,54,No,Bank transfer (automatic),No,46.2,No
Female,0,3,No,Electronic check,Yes,50.6,Yes
Female,0,72,Yes,Mailed check,No internet service,24.9,No
Female,0,40,Yes,Electronic check,No,84.85,Yes
Female,0,2,Yes,Mailed check,Yes,65.7,Yes
Male,0,54,Yes,Credit card (automatic),No,63.35,No
Female,0,14,Yes,Bank transfer (automatic),No,50.1,No
Female,0,1,Yes,Electronic check,No,70.5,Yes
Female,0,10,Yes,Electronic check,No,94.85,Yes
Female,0,1,Yes,Electronic check,No,50.15,No
Male,0,1,Yes,Mailed check,No internet service,19.75,Yes
Male,0,56,Yes,Bank transfer (automatic),No,64.65,No
Female,0,68,Yes,Bank transfer (automatic),Yes,79.6,No
Female,0,14,Yes,Mailed check,No internet service,19.5,No
Male,0,68,Yes,Electronic check,Yes,99.55,No
Male,1,55,Yes,Electronic check,No,74.0,No
Female,0,16,No,Electronic check,Yes,38.9,No
Male,1,9,Yes,Electronic check,No,79.55,No
Male,0,14,Yes,Electronic check,Yes,65.45,Yes
Male,1,58,Yes,Electronic check,Yes,98.7,Yes
Male,0,53,No,Bank transfer (automatic),No,46.3,No
Male,0,70,Yes,Credit card (automatic),Yes,99.35,No
Female,1,14,Yes,Electronic check,Yes,95.8,No
Male,0,22,Yes,Bank transfer (automatic),Yes,67.5,Yes
Female,0,10,Yes,Credit card (automatic),No,78.15,No
Female,0,29,Yes,Mailed check,No internet service,26.1,No
Female,0,1,Yes,Electronic check,No,69.6,Yes
Male,0,49,Yes,Electronic check,Yes,84.35,Yes
Female,1,68,Yes,Electronic check,Yes,100.2,Yes
Female,0,1,Yes,Electronic check,Yes,78.05,Yes
Female,0,30,No,Credit card (automatic),No,40.35,No
Female,0,72,Yes,Credit card (automatic),Yes,79.2,No
Female,0,10,Yes,Mailed check,No internet service,20.9,No
Male,0,7,Yes,Electronic check,No,73.6,Yes
Female,0,9,Yes,Electronic check,No,74.75,Yes
Female,0,1,Yes,Mailed check,No,49.9,No
Female,0,20,Yes,Credit card (automatic),No,68.9,No
Female,0,1,Yes,Mailed check,No internet service,20.25,No
Female,0,29,Yes,Credit card (automatic),No,76.0,No
Male,0,1,Yes,Electronic check,No,74.0,No
Male,0,3,Yes,Mailed check,No,82.3,No
Female,0,20,Yes,Bank transfer (automatic),Yes,89.4,No
Male,0,64,Yes,Credit card (automatic),Yes,99.15,No
Male,0,1,Yes,Mailed check,No internet service,20.2,Yes
Female,0,6,No,Bank transfer (automatic),No,29.45,No
Male,0,50,Yes,Electronic check,No internet service,19.8,No
Male,0,6,Yes,Bank transfer (automatic),No,59.15,No
Male,0,7,Yes,Electronic check,No,44.75,No
Male,0,72,Yes,Credit card (automatic),No,90.8,No
Male,0,8,Yes,Bank transfer (automatic),No,49.55,No
Female,0,67,Yes,Credit card (automatic),Yes,106.7,No
Female,1,24,Yes,Electronic check,Yes,93.55,Yes
Female,0,72,Yes,Credit card (automatic),No,94.45,No
Male,0,33,Yes,Bank transfer (automatic),No internet service,19.45,No
Male,0,2,No,Electronic check,No,25.05,Yes
Male,0,70,Yes,Mailed check,No,67.95,No
Female,0,22,Yes,Bank transfer (automatic),Yes,65.25,No
Female,0,59,Yes,Bank transfer (automatic),No,99.45,No
Male,0,36,Yes,Credit card (automatic),No internet service,20.35,No
Female,0,51,Yes,Mailed check,No internet service,19.95,No
Male,0,53,Yes,Bank transfer (automatic),Yes,77.4,No
Female,0,20,Yes,Bank transfer (automatic),No internet service,19.7,No
Male,0,63,Yes,Credit card (automatic),Yes,99.7,No
Female,0,40,Yes,Credit card (automatic),No,74.8,No
Male,0,35,Yes,Mailed check,No internet service,19.15,No
Male,0,26,Yes,Bank transfer (automatic),No,78.95,No
Male,1,27,Yes,Electronic check,No,95.55,Yes
Male,0,53,Yes,Credit card (automatic),No,62.85,No
Male,1,34,Yes,Credit card (automatic),No,71.55,No
Female,1,19,Yes,Electronic check,Yes,94.95,No
Male,0,43,Yes,Credit card (automatic),No,86.1,No
Male,0,6,Yes,Mailed check,No internet service,19.55,No
Male,0,56,Yes,Mailed check,No internet service,24.8,No
Male,0,57,No,Electronic check,Yes,39.3,Yes
Male,0,34,Yes,Mailed check,Yes,84.05,No
Female,0,10,No,Electronic check,No,36.25,No
Female,0,1,Yes,Mailed check,No internet service,20.25,Yes
Female,0,13,No,Electronic check,No,23.9,Yes
Male,0,56,Yes,Electronic check,Yes,98.6,No
Female,0,55,Yes,Credit card (automatic),Yes,103.65,No
Female,0,36,Yes,Credit card (automatic),Yes,92.9,No
Male,0,47,Yes,Bank transfer (automatic),No internet service,19.9,No
Female,0,12,Yes,Credit card (automatic),No internet service,20.1,No
Female,0,1,Yes,Electronic check,Yes,85.45,Yes
Male,1,24,Yes,Electronic check,No,80.5,No
Female,0,63,Yes,Bank transfer (automatic),Yes,99.9,Yes
Female,1,35,No,Electronic check,Yes,39.85,No
Female,0,67,Yes,Credit card (automatic),No,60.5,No
Male,0,25,Yes,Electronic check,No,84.8,Yes
Male,0,21,Yes,Mailed check,Yes,103.85,No
Female,0,13,Yes,Bank transfer (automatic),No,67.8,No
Male,0,35,Yes,Electronic check,No,75.2,Yes
Male,1,71,Yes,Bank transfer (automatic),No internet service,24.85,No
Female,0,29,Yes,Credit card (automatic),No internet service,19.35,No
Male,0,71,No,Electronic check,Yes,49.35,Yes
Male,1,7,Yes,Electronic check,Yes,89.0,No
Female,1,57,No,Electronic check,Yes,55.0,No
Male,0,65,Yes,Bank transfer (automatic),No,76.15,No
Male,0,27,Yes,Mailed check,No internet service,20.3,No
Male,0,6,Yes,Electronic check,No,74.9,Yes
Female,1,72,Yes,Credit card (automatic),Yes,117.35,No
Male,0,1,Yes,Mailed check,No internet service,19.75,No
Male,0,11,Yes,Credit card (automatic),No,45.2,No
Male,0,39,Yes,Mailed check,No internet service,25.2,No
Female,1,59,Yes,Electronic check,No,89.75,No
Male,0,26,Yes,Bank transfer (automatic),Yes,75.0,No
Male,1,2,Yes,Mailed check,No,49.95,No
Female,0,72,No,Bank transfer (automatic),Yes,65.7,No
Male,0,65,Yes,Credit card (automatic),No,67.05,No
Male,0,72,Yes,Credit card (automatic),Yes,110.9,No
Male,0,6,Yes,Bank transfer (automatic),No,87.95,No
Male,1,32,Yes,Credit card (automatic),No internet service,19.8,No
Female,0,50,Yes,Bank transfer (automatic),Yes,75.7,No
Male,0,61,No,Mailed check,Yes,62.15,No
Female,0,15,Yes,Electronic check,Yes,101.25,Yes
Male,0,72,Yes,Bank transfer (automatic),Yes,115.15,No
Male,0,9,Yes,Mailed check,No internet service,18.95,Yes
Female,0,1,Yes,Mailed check,No internet service,19.5,No
Female,0,12,Yes,Electronic check,No,86.55,No
Female,0,37,No,Credit card (automatic),No,28.6,Yes
Male,0,61,Yes,Mailed check,No internet service,20.4,No
Male,0,18,Yes,Bank transfer (automatic),No internet service,19.8,No
Male,0,21,Yes,Mailed check,No,45.65,No
Male,0,68,No,Mailed check,No,56.4,No
Male,1,12,Yes,Credit card (automatic),No,73.3,No
Female,1,2,No,Electronic check,No,24.35,Yes
Female,0,62,Yes,Electronic check,Yes,101.35,No
Female,1,29,Yes,Electronic check,Yes,98.65,Yes
Male,0,1,No,Mailed check,No,33.6,No
Male,1,5,Yes,Bank transfer (automatic),No,79.9,Yes
Female,0,1,Yes,Electronic check,No internet service,20.7,No
Male,0,62,Yes,Electronic check,Yes,104.05,No
Female,0,36,Yes,Bank transfer (automatic),No internet service,20.25,No
Female,1,28,Yes,Electronic check,Yes,103.3,Yes
Female,0,69,Yes,Credit card (automatic),Yes,73.7,No
Female,0,11,Yes,Credit card (automatic),Yes,96.2,Yes
Female,0,63,Yes,Electronic check,Yes,108.75,No
Male,0,23,Yes,Bank transfer (automatic),No internet service,20.15,No
Male,0,10,Yes,Credit card (automatic),No internet service,19.75,No
Female,0,71,Yes,Credit card (automatic),No internet service,25.95,No
Female,1,45,Yes,Electronic check,No,70.05,No
Female,0,70,Yes,Mailed check,No internet service,24.05,No
Female,0,22,Yes,Electronic check,No,84.75,No
Female,0,52,Yes,Mailed check,No internet service,23.05,No
Male,0,55,Yes,Electronic check,Yes,104.15,Yes
Female,0,65,No,Credit card (automatic),Yes,59.95,No
Female,0,72,Yes,Bank transfer (automatic),No internet service,19.55,No
Male,0,10,Yes,Bank transfer (automatic),No internet service,19.6,No
Female,0,7,Yes,Mailed check,No internet service,20.05,No
Male,1,5,Yes,Electronic check,No,85.55,No
Female,0,24,Yes,Credit card (automatic),Yes,78.6,No
Female,0,72,Yes,Credit card (automatic),Yes,116.8,No
Male,0,21,No,Mailed check,Yes,43.55,No
Male,0,69,No,Credit card (automatic),Yes,60.8,No
Male,0,44,Yes,Bank transfer (automatic),No,54.9,No
Female,1,61,Yes,Electronic check,Yes,65.2,No
Male,1,24,Yes,Credit card (automatic),Yes,102.95,Yes
Female,0,1,Yes,Electronic check,Yes,90.6,Yes
Female,0,6,Yes,Bank transfer (automatic),No,50.8,Yes
Male,0,4,Yes,Electronic check,No,90.05,Yes
Male,0,72,Yes,Electronic check,Yes,108.2,No
Male,0,72,Yes,Bank transfer (automatic),Yes,92.0,No
Male,1,14,Yes,Electronic check,No,75.1,No
Male,0,7,Yes,Bank transfer (automatic),No internet service,25.05,No
Female,0,48,Yes,Electronic check,No,75.15,No
Male,0,55,Yes,Mailed check,No internet service,19.5,No
Male,0,1,Yes,Credit card (automatic),No internet service,19.3,No
Male,0,45,Yes,Credit card (automatic),Yes,112.2,No
Male,0,3,Yes,Mailed check,No,70.3,No
Female,0,71,Yes,Mailed check,No internet service,19.6,No
Male,0,8,Yes,Mailed check,No internet service,20.25,No
Female,0,3,Yes,Electronic check,No,75.85,Yes
Male,0,69,Yes,Bank transfer (automatic),Yes,80.65,No
Male,0,1,Yes,Electronic check,No,68.5,Yes
Female,1,72,Yes,Credit card (automatic),Yes,115.75,No
Male,0,11,Yes,Electronic check,No,73.5,Yes
Male,0,71,Yes,Bank transfer (automatic),No,80.6,No
Female,0,1,Yes,Mailed check,No,69.95,Yes
Female,0,33,No,Bank transfer (automatic),Yes,59.55,No
Female,0,16,Yes,Mailed check,No internet service,19.05,No
Female,1,56,Yes,Electronic check,No,95.65,No
Female,0,1,Yes,Credit card (automatic),No internet service,19.95,No
Male,0,5,Yes,Electronic check,Yes,70.05,Yes
Male,0,57,Yes,Mailed check,No internet service,19.4,No
Male,0,56,No,Credit card (automatic),No,36.1,No
Male,0,8,Yes,Electronic check,Yes,94.0,Yes
Female,0,22,Yes,Mailed check,No,61.15,Yes
Female,0,1,Yes,Mailed check,No internet service,19.75,No
Female,0,40,Yes,Credit card (automatic),Yes,64.1,No
Male,0,46,Yes,Credit card (automatic),No internet service,19.75,No
Male,0,63,Yes,Mailed check,No internet service,19.7,No
Male,0,68,Yes,Electronic check,Yes,110.2,No
Male,0,69,Yes,Credit card (automatic),Yes,106.35,No
Female,0,56,Yes,Electronic check,No,90.55,No
Female,0,10,Yes,Mailed check,No,65.9,No
Male,0,63,Yes,Credit card (automatic),Yes,104.5,No
Female,0,24,No,Mailed check,No,52.5,No
Female,0,19,Yes,Mailed check,No,56.1,No
